Date,Country,City,Specie,count,min,max,median,variance
01-07-2020,IN,Chandigarh,o3,72,4.7,34.5,13.6,556.11
07-02-2020,IN,Chandigarh,o3,94,0.7,36.2,10.5,1120.27
05-03-2020,IN,Chandigarh,o3,96,1.3,29,13.8,543.97
07-04-2020,IN,Chandigarh,o3,96,2.8,26.3,11.2,328.57
13-04-2020,IN,Chandigarh,o3,96,2.4,32.1,13.1,643.68
29-04-2020,IN,Chandigarh,o3,82,0.7,41.5,10.6,1267.61
04-05-2020,IN,Chandigarh,o3,91,2.2,37,16.1,867.69
08-05-2020,IN,Chandigarh,o3,72,1.8,47.7,19.4,1506.71
22-06-2020,IN,Chandigarh,o3,95,2.4,29.8,9.6,493.42
01-01-2020,IN,Chandigarh,o3,95,0.1,52.9,5.7,1308.15
05-01-2020,IN,Chandigarh,o3,96,1.4,71.4,11.9,4055.17
19-02-2020,IN,Chandigarh,o3,96,0.5,40.3,11.2,1390.56
10-04-2020,IN,Chandigarh,o3,96,2.3,28.2,12.7,513.76
01-05-2020,IN,Chandigarh,o3,88,0.1,38.3,15.6,878.96
04-07-2020,IN,Chandigarh,o3,96,5.1,29.8,11.5,383.35
16-01-2020,IN,Chandigarh,o3,95,0.2,44.4,3.7,862.32
20-01-2020,IN,Chandigarh,o3,96,0.2,66,4.7,2085.36
24-03-2020,IN,Chandigarh,o3,96,1.6,28,10.6,591.77
29-03-2020,IN,Chandigarh,o3,92,2.6,56.6,12.6,1055.51
16-05-2020,IN,Chandigarh,o3,64,5.7,66.4,23.5,1457.01
03-01-2020,IN,Chandigarh,o3,93,0.2,46.7,7.4,1256.54
02-02-2020,IN,Chandigarh,o3,95,0.5,86,11.2,8111.75
14-03-2020,IN,Chandigarh,o3,96,1.3,26.6,10.4,463.47
05-04-2020,IN,Chandigarh,o3,96,1.9,31,12.2,593.17
20-04-2020,IN,Chandigarh,o3,95,3.1,38.6,10,635.73
15-05-2020,IN,Chandigarh,o3,60,1.8,42.1,21.5,1016.3
02-07-2020,IN,Chandigarh,o3,96,1,29.5,8.5,548.69
11-01-2020,IN,Chandigarh,o3,96,0.4,68.1,7.7,2085.23
14-02-2020,IN,Chandigarh,o3,96,2.9,32.6,12.9,574.22
26-03-2020,IN,Chandigarh,o3,96,1.7,23.9,8.7,296.8
30-03-2020,IN,Chandigarh,o3,93,2.7,127.2,12,7445.79
23-04-2020,IN,Chandigarh,o3,96,1.8,42,9.8,981.84
24-04-2020,IN,Chandigarh,o3,96,2.2,45.8,9.9,1366.86
09-07-2020,IN,Chandigarh,o3,86,1.4,36.8,6.5,515.54
10-07-2020,IN,Chandigarh,o3,96,1.6,22.7,6.9,345.64
05-02-2020,IN,Chandigarh,o3,96,1.3,46,15.9,1862.92
18-03-2020,IN,Chandigarh,o3,95,0.6,51.2,12.4,1079.24
21-03-2020,IN,Chandigarh,o3,94,0.9,38.2,9.9,941.33
21-04-2020,IN,Chandigarh,o3,87,1.9,31.8,10,585.86
29-05-2020,IN,Chandigarh,o3,74,7,53.4,13.4,640.36
27-06-2020,IN,Chandigarh,o3,87,4.3,39,10.1,847.32
28-02-2020,IN,Chandigarh,o3,96,1.4,25.6,10,502.59
17-04-2020,IN,Chandigarh,o3,88,3.4,31.6,13.1,455.43
06-05-2020,IN,Chandigarh,o3,96,3.9,40,18.3,810.21
19-05-2020,IN,Chandigarh,o3,71,1,49.1,23.1,1850.71
11-05-2020,IN,Chandigarh,o3,72,1.3,203.8,23.9,5998.21
13-05-2020,IN,Chandigarh,o3,48,2.2,37,10.9,914.86
30-05-2020,IN,Chandigarh,o3,95,1.8,28.3,15.7,450.91
07-06-2020,IN,Chandigarh,o3,94,0.8,55,20.7,1501.32
06-01-2020,IN,Chandigarh,o3,96,0.3,83.3,4,3451.56
17-03-2020,IN,Chandigarh,o3,96,0.2,31.6,11.2,809.73
18-04-2020,IN,Chandigarh,o3,96,3.8,28.7,13.2,396.93
30-04-2020,IN,Chandigarh,o3,85,0.3,35.6,15,687.69
30-06-2020,IN,Chandigarh,o3,83,2.6,34.3,9.6,577.18
27-03-2020,IN,Chandigarh,o3,95,1.4,22.3,8.2,274.69
28-06-2020,IN,Chandigarh,o3,82,2.8,35.6,8.2,973.19
03-07-2020,IN,Chandigarh,o3,90,3.2,46.9,10,823.4
12-01-2020,IN,Chandigarh,o3,96,0.3,32,5.7,970.93
21-01-2020,IN,Chandigarh,o3,94,0.1,67.2,6.6,1488.81
23-02-2020,IN,Chandigarh,o3,96,1.2,32.3,8.9,642.54
04-03-2020,IN,Chandigarh,o3,96,1.2,38.2,11.9,1213.32
24-06-2020,IN,Chandigarh,o3,94,1.3,26.1,7.9,299.77
28-03-2020,IN,Chandigarh,o3,96,1.5,27.7,10.8,442.12
12-05-2020,IN,Chandigarh,o3,57,1,37.5,20.1,1272.47
10-06-2020,IN,Chandigarh,o3,95,1.2,34.6,17.1,609.09
11-06-2020,IN,Chandigarh,o3,93,3.4,36.5,16.7,682.41
17-06-2020,IN,Chandigarh,o3,96,3.8,56.7,17.5,1263.28
20-06-2020,IN,Chandigarh,o3,96,2,30.5,9.2,604.3
18-07-2020,IN,Chandigarh,o3,94,2.1,156.1,6.9,2571.41
15-02-2020,IN,Chandigarh,o3,96,2.4,36.7,12.1,715.26
05-05-2020,IN,Chandigarh,o3,86,4.4,42.4,22,954.2
14-06-2020,IN,Chandigarh,o3,91,1.3,32.1,15.6,807.05
15-06-2020,IN,Chandigarh,o3,87,4.4,33.5,18,684.13
28-01-2020,IN,Chandigarh,o3,96,0.9,65.6,7.9,1969.28
31-03-2020,IN,Chandigarh,o3,95,2.2,41.5,9.8,1104.11
25-06-2020,IN,Chandigarh,o3,94,1.4,32.8,7.5,550.55
16-07-2020,IN,Chandigarh,o3,96,0.2,54.1,9.5,570.85
26-02-2020,IN,Chandigarh,o3,95,0.1,32.7,7.3,794.22
23-03-2020,IN,Chandigarh,o3,96,0.8,29.6,11.7,661.51
10-05-2020,IN,Chandigarh,o3,66,1.3,38.1,16.2,1045.93
04-02-2020,IN,Chandigarh,o3,91,0.9,80.1,16.1,3266.59
19-03-2020,IN,Chandigarh,o3,93,0.1,37.5,13.2,939.23
09-04-2020,IN,Chandigarh,o3,96,1.7,28.4,12.7,523.51
27-02-2020,IN,Chandigarh,o3,96,0.1,29.2,7.6,714.94
11-04-2020,IN,Chandigarh,o3,96,1.2,29.9,12.4,539.66
02-05-2020,IN,Chandigarh,o3,96,1.4,35.2,15.5,702.61
26-05-2020,IN,Chandigarh,o3,72,4,41.6,21.4,914.08
27-01-2020,IN,Chandigarh,o3,87,0.7,38.9,5.2,1387.37
30-01-2020,IN,Chandigarh,o3,94,1,74.1,11.2,3210.39
06-02-2020,IN,Chandigarh,o3,95,0.4,45.6,11.1,1622.28
17-02-2020,IN,Chandigarh,o3,96,0.5,34.9,14.3,992.66
19-06-2020,IN,Chandigarh,o3,96,1.7,54.8,9.6,1090.79
22-04-2020,IN,Chandigarh,o3,85,0.3,36.3,9.8,798.45
07-05-2020,IN,Chandigarh,o3,94,2.7,42.3,19.1,921.38
12-06-2020,IN,Chandigarh,o3,95,5.2,44.9,18.3,854.1
07-01-2020,IN,Chandigarh,o3,96,0.4,30.1,5.2,755.63
14-01-2020,IN,Chandigarh,o3,94,0.2,43.7,4.5,1069.36
22-01-2020,IN,Chandigarh,o3,93,0.1,44.1,8.8,973.42
02-03-2020,IN,Chandigarh,o3,96,1,30.3,9.4,763.02
27-05-2020,IN,Chandigarh,o3,83,2.1,45.5,20.5,995.68
17-01-2020,IN,Chandigarh,o3,96,0.2,56.2,2.8,1201.23
25-01-2020,IN,Chandigarh,o3,75,0.2,43.5,8.9,1810.22
29-02-2020,IN,Chandigarh,o3,95,0.2,25.1,10,379.22
24-05-2020,IN,Chandigarh,o3,72,1.9,40.3,20.8,822.65
18-01-2020,IN,Chandigarh,o3,96,0.5,71,7.4,2150.19
09-02-2020,IN,Chandigarh,o3,96,0.2,40.4,12.4,1367.32
08-06-2020,IN,Chandigarh,o3,96,0.6,42,21.4,1589.47
26-06-2020,IN,Chandigarh,o3,85,2.9,42.4,8.8,715.65
03-05-2020,IN,Chandigarh,o3,85,1.6,32.5,17.7,737.03
18-05-2020,IN,Chandigarh,o3,62,2,48.5,23.6,1659.79
20-05-2020,IN,Chandigarh,o3,72,0.8,42.8,21.9,1036.98
08-07-2020,IN,Chandigarh,o3,84,0.3,29.3,4.4,144.45
13-01-2020,IN,Chandigarh,o3,96,0.2,42.3,4.1,1468.56
19-01-2020,IN,Chandigarh,o3,96,0.2,63.4,7.4,1630.18
01-02-2020,IN,Chandigarh,o3,95,0.9,78.4,8,4463.21
16-02-2020,IN,Chandigarh,o3,96,0.8,39.9,11.1,1101.46
15-07-2020,IN,Chandigarh,o3,86,2.7,30.5,11.4,614.48
02-06-2020,IN,Chandigarh,o3,92,0.9,31.1,12.2,622.46
06-06-2020,IN,Chandigarh,o3,96,0.9,68.8,18.4,2289.06
11-02-2020,IN,Chandigarh,o3,94,0.6,36.6,10.9,1141.44
13-02-2020,IN,Chandigarh,o3,96,1.6,46.1,10.6,548.74
24-02-2020,IN,Chandigarh,o3,95,1.5,37.6,9.5,651.39
27-04-2020,IN,Chandigarh,o3,96,2.4,32.5,14.3,808.21
20-03-2020,IN,Chandigarh,o3,96,0.7,31.2,12.7,900.6
31-05-2020,IN,Chandigarh,o3,95,1.9,26.2,14.1,439.43
05-07-2020,IN,Chandigarh,o3,96,3.2,25.9,9.4,387.26
08-01-2020,IN,Chandigarh,o3,96,0.4,28.4,8,404.79
26-01-2020,IN,Chandigarh,o3,82,0.5,45.1,10.1,1823.8
10-02-2020,IN,Chandigarh,o3,93,0.3,39,11.8,1228.37
12-03-2020,IN,Chandigarh,o3,96,1.3,27.6,7.5,460.48
15-01-2020,IN,Chandigarh,o3,95,0.2,38.2,5.2,667.41
31-01-2020,IN,Chandigarh,o3,91,0.7,73.6,8,2166.54
14-05-2020,IN,Chandigarh,o3,53,1.3,67.3,10.7,2635.06
17-05-2020,IN,Chandigarh,o3,48,3.5,50.6,21.4,1998.01
25-05-2020,IN,Chandigarh,o3,72,5.8,33.4,21.3,517.47
29-06-2020,IN,Chandigarh,o3,71,4.5,51.6,11.7,846.54
19-07-2020,IN,Chandigarh,o3,52,3.1,21.5,6.3,127.72
30-12-2019,IN,Chandigarh,o3,93,0.3,21.8,3.4,378.48
09-03-2020,IN,Chandigarh,o3,87,0.1,27.8,4.8,552.27
16-04-2020,IN,Chandigarh,o3,85,2.1,37,13.2,867.65
26-04-2020,IN,Chandigarh,o3,96,4,28.8,14.9,386.18
01-04-2020,IN,Chandigarh,o3,96,2,26.4,10.2,420.34
22-05-2020,IN,Chandigarh,o3,72,1.1,48.4,19.6,1698.11
09-06-2020,IN,Chandigarh,o3,94,0.6,68.4,18.8,1211.1
16-06-2020,IN,Chandigarh,o3,96,3.2,33.4,18.9,663.59
10-01-2020,IN,Chandigarh,o3,96,0.4,76.4,9.3,2326.52
18-02-2020,IN,Chandigarh,o3,96,1.2,56.1,10.9,1256.18
06-03-2020,IN,Chandigarh,o3,93,1.6,50.2,13.1,468.45
07-03-2020,IN,Chandigarh,o3,96,0.1,17.9,3.1,272.95
04-04-2020,IN,Chandigarh,o3,96,1.9,30.6,12.5,593.76
03-06-2020,IN,Chandigarh,o3,85,0.7,48.1,13.8,1145.8
04-06-2020,IN,Chandigarh,o3,87,0.9,41.4,15.2,788.09
18-06-2020,IN,Chandigarh,o3,96,2,33.1,10,758.25
03-04-2020,IN,Chandigarh,o3,96,2.4,30.6,13,606.3
14-04-2020,IN,Chandigarh,o3,96,2.4,34.4,13.8,667.96
15-04-2020,IN,Chandigarh,o3,96,5,38.1,13,669.42
21-05-2020,IN,Chandigarh,o3,72,2.8,38.1,19.4,791.91
24-01-2020,IN,Chandigarh,o3,92,0.1,61.6,25.2,2628.51
12-02-2020,IN,Chandigarh,o3,96,1,33.3,12.8,744.76
21-02-2020,IN,Chandigarh,o3,87,1,27.4,11.2,753.64
08-03-2020,IN,Chandigarh,o3,88,0.8,28,5.6,724.14
28-05-2020,IN,Chandigarh,o3,92,6.2,34.3,18.7,426.21
06-07-2020,IN,Bhopal,o3,47,12.1,35,19.5,264.53
17-07-2020,IN,Bhopal,o3,38,12,27.4,21.1,111.31
30-12-2019,IN,Bhopal,o3,48,5.3,47,12.7,1084.63
11-01-2020,IN,Bhopal,o3,48,4.3,45,11.4,1361.38
12-01-2020,IN,Bhopal,o3,48,0.8,43.9,8.8,1478.1
31-03-2020,IN,Bhopal,o3,24,4.9,13.2,6.8,30.71
09-05-2020,IN,Bhopal,o3,45,5.8,37.4,21.5,1459.59
19-05-2020,IN,Bhopal,o3,48,5.6,48.6,10.8,2325.54
02-06-2020,IN,Bhopal,o3,42,5.9,25.5,13.4,137.07
21-06-2020,IN,Bhopal,o3,48,9,24.1,17.9,112.27
07-07-2020,IN,Bhopal,o3,46,3.8,23.3,16.5,299.58
13-01-2020,IN,Bhopal,o3,48,1.7,39.4,8.3,1214.09
06-03-2020,IN,Bhopal,o3,48,4.5,31.1,8.8,798.49
29-03-2020,IN,Bhopal,o3,21,3.5,9.5,6.5,21.2
06-06-2020,IN,Bhopal,o3,48,7.1,29.7,17.4,344.19
08-06-2020,IN,Bhopal,o3,35,7.6,30.2,17.9,148.55
11-06-2020,IN,Bhopal,o3,31,0.4,29,14.8,576.22
06-02-2020,IN,Bhopal,o3,47,5.5,41.7,15.3,1354.94
12-02-2020,IN,Bhopal,o3,44,0.9,53.2,7.5,2380.62
20-02-2020,IN,Bhopal,o3,45,4.5,57.2,21.1,2702.03
05-04-2020,IN,Bhopal,o3,24,4.8,9.4,7.3,18
09-04-2020,IN,Bhopal,o3,48,5.6,33.1,10.5,849.53
03-05-2020,IN,Bhopal,o3,48,6.3,33.6,10.6,1116.18
04-07-2020,IN,Bhopal,o3,37,10.4,35.9,29.5,409.67
14-02-2020,IN,Bhopal,o3,45,4.1,47.3,9.5,2035.3
23-03-2020,IN,Bhopal,o3,48,3.5,42.4,8.3,1791.07
02-04-2020,IN,Bhopal,o3,24,5,8.9,7.1,11.44
22-04-2020,IN,Bhopal,o3,48,5.4,46.9,10.4,2281.11
24-05-2020,IN,Bhopal,o3,48,5.8,31.5,11.2,840.04
20-06-2020,IN,Bhopal,o3,48,7.6,30.5,18.6,314.69
08-01-2020,IN,Bhopal,o3,48,6,33.8,10.4,783.39
19-01-2020,IN,Bhopal,o3,48,4.7,30.4,8.5,499.02
10-02-2020,IN,Bhopal,o3,45,5.3,49.7,15.4,1873.01
17-02-2020,IN,Bhopal,o3,46,1.2,40.9,7.9,1475.49
13-03-2020,IN,Bhopal,o3,43,2.8,39.3,9.7,1896.69
18-05-2020,IN,Bhopal,o3,37,5.7,43.7,9,1309.87
04-03-2020,IN,Bhopal,o3,47,5.2,44.6,16.9,1967.65
08-04-2020,IN,Bhopal,o3,48,6.2,33.9,9.9,845.74
15-01-2020,IN,Bhopal,o3,48,2,43.9,7.2,746.27
30-01-2020,IN,Bhopal,o3,45,5.9,36.2,8.5,1015
31-01-2020,IN,Bhopal,o3,48,5.9,42.5,7.9,1330.34
02-02-2020,IN,Bhopal,o3,46,6.4,39.6,11.2,1317.41
05-02-2020,IN,Bhopal,o3,48,3.7,42.1,7.7,1244.81
23-02-2020,IN,Bhopal,o3,44,5.1,44.3,15.5,1326.43
27-04-2020,IN,Bhopal,o3,48,6,47.7,13.3,2069.82
31-05-2020,IN,Bhopal,o3,48,5.3,36.9,14.3,562.83
05-06-2020,IN,Bhopal,o3,48,1.6,29.7,14.3,460.65
28-06-2020,IN,Bhopal,o3,48,15.4,29.3,20.3,56.79
25-01-2020,IN,Bhopal,o3,48,0.8,41.8,6.6,1578.25
03-02-2020,IN,Bhopal,o3,48,5.5,40.8,10.2,1163.67
08-02-2020,IN,Bhopal,o3,46,6.4,41.2,21,1586.6
22-03-2020,IN,Bhopal,o3,48,4.9,43.3,10.6,1837.6
15-05-2020,IN,Bhopal,o3,48,6.1,51.5,11.9,2110.59
27-05-2020,IN,Bhopal,o3,48,6.7,42.8,9.4,1643.68
01-07-2020,IN,Bhopal,o3,48,17.6,35.7,21.5,255.65
11-07-2020,IN,Bhopal,o3,46,8.4,22.5,17.4,207.3
04-02-2020,IN,Bhopal,o3,48,6,53.7,8.5,1179.3
03-04-2020,IN,Bhopal,o3,24,5.6,9.2,6.9,9.95
09-07-2020,IN,Bhopal,o3,44,10.3,24.4,20.6,91.56
18-07-2020,IN,Bhopal,o3,48,9.2,24.3,20.5,164.99
24-01-2020,IN,Bhopal,o3,48,1.1,50,7.1,1442.52
03-03-2020,IN,Bhopal,o3,14,6.2,30.5,14.1,757.9
18-04-2020,IN,Bhopal,o3,48,5.2,45.3,9.3,1562.72
02-05-2020,IN,Bhopal,o3,48,5.8,40.3,10.1,1444.18
21-05-2020,IN,Bhopal,o3,43,5.5,65.8,11.2,3476.2
17-06-2020,IN,Bhopal,o3,48,6.4,37.7,24.5,1079.43
20-04-2020,IN,Bhopal,o3,48,5.3,43.4,10.3,1334.88
03-06-2020,IN,Bhopal,o3,48,5.7,27.5,13.3,303.1
21-01-2020,IN,Bhopal,o3,48,4.1,36.8,7.7,776.85
25-02-2020,IN,Bhopal,o3,46,1.5,44.7,7.9,1841.21
07-03-2020,IN,Bhopal,o3,46,5.5,40.1,17.7,1545.54
15-03-2020,IN,Bhopal,o3,46,2.2,39.7,7.8,1775.69
18-03-2020,IN,Bhopal,o3,46,5.2,45.5,17.5,2085.32
20-03-2020,IN,Bhopal,o3,45,5.7,48.3,19.6,2012.63
09-06-2020,IN,Bhopal,o3,42,15,37,19.8,157.95
30-06-2020,IN,Bhopal,o3,47,10.7,28.1,19.3,217.94
15-07-2020,IN,Bhopal,o3,39,7.7,33.8,21.1,449.82
28-01-2020,IN,Bhopal,o3,48,1.7,39.8,8.2,1300.82
09-02-2020,IN,Bhopal,o3,45,5,43.4,15.6,2134.72
11-02-2020,IN,Bhopal,o3,46,5.9,58.2,14,2262.1
21-03-2020,IN,Bhopal,o3,44,5.7,44.7,13.7,2065.29
08-05-2020,IN,Bhopal,o3,48,6,46.3,10.2,2107.94
20-05-2020,IN,Bhopal,o3,48,5.6,46.8,11.2,2567.66
16-03-2020,IN,Bhopal,o3,41,1.3,46.2,10.4,1840.33
26-03-2020,IN,Bhopal,o3,35,4.4,184.5,18.3,9175.59
06-04-2020,IN,Bhopal,o3,24,5.5,9.2,7.3,11.7
12-06-2020,IN,Bhopal,o3,45,11.4,35,22.2,124.13
03-07-2020,IN,Bhopal,o3,41,10.7,29.8,19.7,160.77
17-01-2020,IN,Bhopal,o3,48,6.2,36.9,9,793.97
24-02-2020,IN,Bhopal,o3,45,6.3,45.9,13.3,1820.75
10-04-2020,IN,Bhopal,o3,48,6.3,36,10,969.78
17-04-2020,IN,Bhopal,o3,48,2.6,41.1,9.1,1177.37
15-06-2020,IN,Bhopal,o3,45,8.8,37.9,24.6,867.39
24-06-2020,IN,Bhopal,o3,48,9.8,28.6,18.8,129.99
22-01-2020,IN,Bhopal,o3,47,6.5,23.5,7.7,356.24
27-02-2020,IN,Bhopal,o3,48,1.9,42.5,8.3,1731.18
07-04-2020,IN,Bhopal,o3,29,5.2,41.7,7.8,1172.92
13-04-2020,IN,Bhopal,o3,48,2.5,32.8,10.2,751.98
04-05-2020,IN,Bhopal,o3,48,4.9,34.3,9.7,1132.78
24-04-2020,IN,Bhopal,o3,48,4,35.1,9.5,995.43
26-04-2020,IN,Bhopal,o3,48,3.6,49.7,10.6,2093.24
02-01-2020,IN,Bhopal,o3,48,5.6,31.6,10.8,318.91
26-01-2020,IN,Bhopal,o3,47,0.7,47.2,7.2,1978.39
26-02-2020,IN,Bhopal,o3,46,1.2,41.1,7.6,1619.11
29-02-2020,IN,Bhopal,o3,47,1.1,49.6,8.6,2083.29
01-03-2020,IN,Bhopal,o3,47,4.3,50.3,10.7,1945.01
28-03-2020,IN,Bhopal,o3,25,1.4,16.4,6.7,120.18
07-05-2020,IN,Bhopal,o3,48,5.5,41,11.2,1622.21
22-05-2020,IN,Bhopal,o3,48,5.7,39.5,10.1,1528.79
01-06-2020,IN,Bhopal,o3,42,1,53,13.3,854.52
18-06-2020,IN,Bhopal,o3,48,15.5,36.9,20.3,486.52
21-02-2020,IN,Bhopal,o3,47,3.9,42.9,9.5,2077.76
22-02-2020,IN,Bhopal,o3,45,4.8,46,18.7,1787.12
10-01-2020,IN,Bhopal,o3,48,6.3,33.3,10.8,674.23
14-01-2020,IN,Bhopal,o3,46,3,28,7.2,472.34
20-01-2020,IN,Bhopal,o3,48,6.1,38.6,8.5,904.79
23-01-2020,IN,Bhopal,o3,48,1.9,36.8,8.7,1041.14
27-01-2020,IN,Bhopal,o3,48,0.6,41.1,7.2,1492.13
07-02-2020,IN,Bhopal,o3,46,5.9,37.6,19.7,1165.6
11-03-2020,IN,Bhopal,o3,47,1.7,39.3,13.6,1537.24
17-05-2020,IN,Bhopal,o3,48,6.1,53.1,11.4,2523.27
25-05-2020,IN,Bhopal,o3,48,6.2,20.6,9.3,269.7
26-05-2020,IN,Bhopal,o3,48,4.1,47.6,9.4,1550.76
25-03-2020,IN,Bhopal,o3,40,3.2,104.5,17.9,3206.72
01-04-2020,IN,Bhopal,o3,24,4.9,8.7,7.3,9.62
04-04-2020,IN,Bhopal,o3,24,5.7,9.8,7,9.54
29-05-2020,IN,Bhopal,o3,48,3,37,12.7,664.32
30-05-2020,IN,Bhopal,o3,48,9.1,40.9,12.4,933.42
19-07-2020,IN,Bhopal,o3,18,12,21.6,20.7,109.57
19-04-2020,IN,Bhopal,o3,48,4.5,46.8,12.4,1916.48
06-05-2020,IN,Bhopal,o3,48,5.7,51.3,10.5,2557.33
25-06-2020,IN,Bhopal,o3,38,6.3,22.8,17.2,163.19
17-03-2020,IN,Bhopal,o3,46,4.9,49.8,19.8,2028.83
14-04-2020,IN,Bhopal,o3,48,3.7,34.5,9.7,859.55
15-04-2020,IN,Bhopal,o3,48,4.9,40.7,11.6,1196.54
28-04-2020,IN,Bhopal,o3,46,6,49.4,23,2340.67
14-03-2020,IN,Bhopal,o3,47,5.4,45.2,18.6,1760.03
23-05-2020,IN,Bhopal,o3,48,5.9,38.1,10.2,1239.08
14-07-2020,IN,Bhopal,o3,45,8.1,26,21,265.52
16-04-2020,IN,Bhopal,o3,46,1.5,34.8,8.9,1000.35
23-04-2020,IN,Bhopal,o3,48,4.8,50.1,11,2162.17
05-05-2020,IN,Bhopal,o3,48,6.3,44,11.8,2033.13
10-05-2020,IN,Bhopal,o3,48,5.7,44,11,1978.42
13-05-2020,IN,Bhopal,o3,48,5.8,49.4,11.5,2648.91
13-07-2020,IN,Bhopal,o3,44,6.1,25.3,16.1,300.94
08-07-2020,IN,Bhopal,o3,46,7.5,26.4,19.5,196.45
05-01-2020,IN,Bhopal,o3,47,3.4,34,9.9,714.52
06-01-2020,IN,Bhopal,o3,48,1.9,36.9,10.9,992.02
02-03-2020,IN,Bhopal,o3,47,6.1,46.2,12.6,1661.48
11-05-2020,IN,Bhopal,o3,48,5.7,62.1,12.3,3198.26
22-06-2020,IN,Bhopal,o3,47,10.3,37.9,18.2,264.29
02-07-2020,IN,Bhopal,o3,48,11.3,26.8,20.6,91.61
12-05-2020,IN,Bhopal,o3,48,5.2,48.4,10.7,2329.68
31-12-2019,IN,Bhopal,o3,47,2.7,26.4,14.2,302.05
03-01-2020,IN,Bhopal,o3,48,4.8,29.8,12.1,458.06
04-01-2020,IN,Bhopal,o3,48,2.3,26.6,12,482.48
07-01-2020,IN,Bhopal,o3,43,0.8,38.5,9.8,1200.65
18-01-2020,IN,Bhopal,o3,47,3.3,22.4,7.3,279.36
19-02-2020,IN,Bhopal,o3,47,1.2,45.1,7.7,1528.67
07-06-2020,IN,Bhopal,o3,37,5.2,39.7,19.8,304.72
27-06-2020,IN,Bhopal,o3,48,9,29.9,20.5,167.56
05-03-2020,IN,Bhopal,o3,47,5.2,37.8,23.4,1490.26
19-06-2020,IN,Bhopal,o3,48,13.9,35.1,21.9,276.27
12-07-2020,IN,Bhopal,o3,35,9.5,22.9,20.5,179.9
09-01-2020,IN,Bhopal,o3,48,6.8,29.4,11.3,435.54
12-03-2020,IN,Bhopal,o3,47,5.3,41.6,10.9,1723.75
25-04-2020,IN,Bhopal,o3,48,5.2,40,11.6,1214.42
10-06-2020,IN,Bhopal,o3,38,7.2,40.6,17.8,419.91
26-06-2020,IN,Bhopal,o3,40,5.5,25.6,14.1,320.61
29-01-2020,IN,Bhopal,o3,48,6,34,10,1035.56
11-04-2020,IN,Bhopal,o3,48,2,39.5,10.4,1308.2
21-04-2020,IN,Bhopal,o3,48,5.1,48.1,13,2057
30-04-2020,IN,Bhopal,o3,48,4.7,48.8,11,2363.7
01-05-2020,IN,Bhopal,o3,48,5.5,43,11.2,1576.21
28-05-2020,IN,Bhopal,o3,48,7.3,42.2,14.7,1051.81
10-07-2020,IN,Bhopal,o3,37,12.8,23.7,20.9,113.28
16-01-2020,IN,Bhopal,o3,48,3.4,16.8,7,60.06
10-03-2020,IN,Bhopal,o3,44,5.1,41.2,18.1,1340.34
04-06-2020,IN,Bhopal,o3,48,5.6,35.6,13.8,805.4
16-06-2020,IN,Bhopal,o3,48,7.5,41.5,11.5,1532.75
29-06-2020,IN,Bhopal,o3,48,13,23.6,19.9,52.23
13-02-2020,IN,Bhopal,o3,45,0.7,45.9,7.1,1813.66
16-02-2020,IN,Bhopal,o3,45,3.3,39.7,7.8,1388.51
18-02-2020,IN,Bhopal,o3,47,2.3,60.9,7.9,2557.93
30-03-2020,IN,Bhopal,o3,18,3.8,10.7,6.9,34.18
16-07-2020,IN,Bhopal,o3,43,7.8,38.7,22.4,394.25
13-06-2020,IN,Bhopal,o3,39,6.5,25.5,18.8,124.21
14-06-2020,IN,Bhopal,o3,48,6,28.6,18.8,299.29
01-02-2020,IN,Bhopal,o3,48,5.9,39.9,9.4,1226.37
28-02-2020,IN,Bhopal,o3,47,5.3,53,13.3,2348.81
08-03-2020,IN,Bhopal,o3,46,6.1,39.2,13.2,1314.53
27-03-2020,IN,Bhopal,o3,45,5.2,21.4,10.1,258.94
29-04-2020,IN,Bhopal,o3,48,4.6,47.9,10.8,2389.21
14-05-2020,IN,Bhopal,o3,48,6.6,47.6,11.3,2171.3
23-06-2020,IN,Bhopal,o3,48,8.7,37.7,17.4,246.52
05-07-2020,IN,Bhopal,o3,45,6.8,29.6,21.1,141.97
16-05-2020,IN,Bhopal,o3,48,6.2,51.3,12.1,2459.12
01-01-2020,IN,Bhopal,o3,47,4.8,26.7,13.2,363.07
15-02-2020,IN,Bhopal,o3,46,2.7,45.6,8.2,1781.03
09-03-2020,IN,Bhopal,o3,43,5.1,35.7,20.4,1358.96
19-03-2020,IN,Bhopal,o3,45,5.3,46.6,12.8,2006.75
24-03-2020,IN,Bhopal,o3,46,5.2,41.7,13.3,1564.94
12-04-2020,IN,Bhopal,o3,34,5.3,38.2,8.7,1046.7
01-04-2020,IN,Nagpur,o3,24,4,37,14.9,1288.93
04-04-2020,IN,Nagpur,o3,24,5.3,41.5,20.4,1083.79
27-04-2020,IN,Nagpur,o3,24,13.4,43.6,19.8,796.72
09-02-2020,IN,Nagpur,o3,7,9.9,30.9,23,603.99
20-02-2020,IN,Nagpur,o3,19,0.2,23.8,7,807.62
27-03-2020,IN,Nagpur,o3,23,1.2,35.9,17.6,1182.19
22-05-2020,IN,Nagpur,o3,24,2.5,39.2,24.1,1703.61
14-01-2020,IN,Nagpur,o3,24,0.2,43.8,0.9,2442.11
22-03-2020,IN,Nagpur,o3,18,7.5,38.7,18.5,764.01
